transect,type,sample,density,guild
90,Inside,Eggs.round,0.307005936,Meroplankton
93,Inside,Eggs.round,2.210829493,Meroplankton
96,Inside,Eggs.round,0.233388678,Meroplankton
97,Inside,Eggs.round,0.437924604,Meroplankton
98,Inside,Eggs.round,0.025244088,Meroplankton
99,Inside,Eggs.round,0.028172231,Meroplankton
101,Inside,Eggs.round,1.61095636,Meroplankton
103,Inside,Eggs.round,5.53563075,Meroplankton
105,Inside,Eggs.round,0.03354579,Meroplankton
107,Inside,Eggs.round,5.333218529,Meroplankton
109,Inside,Eggs.round,1.077632045,Meroplankton
111,Inside,Eggs.round,0.481927711,Meroplankton
113,Inside,Eggs.round,0.658557047,Meroplankton
114,Inside,Eggs.round,6.464222615,Meroplankton
116,Inside,Eggs.round,0.093574548,Meroplankton
118,Inside,Eggs.round,5.938511327,Meroplankton
120,Inside,Eggs.round,2.348520432,Meroplankton
122,Inside,Eggs.round,9.973649539,Meroplankton
125,Inside,Eggs.round,7.913407821,Meroplankton
127,Inside,Eggs.round,11.88607311,Meroplankton
129,Inside,Eggs.round,0,Meroplankton
131,Inside,Eggs.round,6.494632535,Meroplankton
133,Inside,Eggs.round,4.063704605,Meroplankton
135,Inside,Eggs.round,27.38446411,Meroplankton
137,Inside,Eggs.round,23.37560386,Meroplankton
139,Inside,Eggs.round,80.42211516,Meroplankton
141,Inside,Eggs.round,8.063683305,Meroplankton
143,Inside,Eggs.round,4.255319149,Meroplankton
145,Inside,Eggs.round,0.00577034,Meroplankton
147,Inside,Eggs.round,1.463281463,Meroplankton
2,Outside,Eggs.round,1.333696244,Meroplankton
4,Outside,Eggs.round,0.882694541,Meroplankton
9,Outside,Eggs.round,4.374627755,Meroplankton
13,Outside,Eggs.round,0.056290459,Meroplankton
15,Outside,Eggs.round,2.401112485,Meroplankton
20,Outside,Eggs.round,4.467320261,Meroplankton
23,Outside,Eggs.round,0.04406673,Meroplankton
30,Outside,Eggs.round,0.220243674,Meroplankton
35,Outside,Eggs.round,0.49796748,Meroplankton
38,Outside,Eggs.round,0.446378439,Meroplankton
41,Outside,Eggs.round,1.386636847,Meroplankton
42,Outside,Eggs.round,0.404747413,Meroplankton
51,Outside,Eggs.round,0.338496845,Meroplankton
52,Outside,Eggs.round,2.078510317,Meroplankton
55,Outside,Eggs.round,0.43445122,Meroplankton
56,Outside,Eggs.round,0.867320599,Meroplankton
64,Outside,Eggs.round,0.565422254,Meroplankton
65,Outside,Eggs.round,0.582191781,Meroplankton
66,Outside,Eggs.round,6.18245614,Meroplankton
70,Outside,Eggs.round,8.13250678,Meroplankton
73,Outside,Eggs.round,8.881096589,Meroplankton
74,Outside,Eggs.round,3.219605959,Meroplankton
75,Outside,Eggs.round,4.27475338,Meroplankton
79,Outside,Eggs.round,4.863190501,Meroplankton
81,Outside,Eggs.round,2.757417103,Meroplankton
84,Outside,Eggs.round,0.1623255,Meroplankton
87,Outside,Eggs.round,1.201559382,Meroplankton
91,Outside,Eggs.round,0.050828098,Meroplankton
92,Outside,Eggs.round,0.244495592,Meroplankton
95,Outside,Eggs.round,0.007249879,Meroplankton
100,Outside,Eggs.round,0.116031257,Meroplankton
102,Outside,Eggs.round,0.12905076,Meroplankton
104,Outside,Eggs.round,0.943544582,Meroplankton
106,Outside,Eggs.round,0.608329434,Meroplankton
108,Outside,Eggs.round,0,Meroplankton
110,Outside,Eggs.round,0.105777055,Meroplankton
112,Outside,Eggs.round,0.463859911,Meroplankton
115,Outside,Eggs.round,5.907631514,Meroplankton
117,Outside,Eggs.round,0.603035974,Meroplankton
119,Outside,Eggs.round,0.601194922,Meroplankton
121,Outside,Eggs.round,14.76510067,Meroplankton
123,Outside,Eggs.round,7.119354839,Meroplankton
126,Outside,Eggs.round,3.770627063,Meroplankton
128,Outside,Eggs.round,4.282711508,Meroplankton
130,Outside,Eggs.round,0.190048376,Meroplankton
132,Outside,Eggs.round,1.285495012,Meroplankton
134,Outside,Eggs.round,0.321899736,Meroplankton
136,Outside,Eggs.round,1.529964098,Meroplankton
138,Outside,Eggs.round,3.092529972,Meroplankton
140,Outside,Eggs.round,4.574361038,Meroplankton
142,Outside,Eggs.round,5.188191882,Meroplankton
144,Outside,Eggs.round,13.61570248,Meroplankton
146,Outside,Eggs.round,1.47275405,Meroplankton
148,Outside,Eggs.round,0.068674062,Meroplankton
1,Inside,Eggs.spindle,1.73566879,Meroplankton
5,Inside,Eggs.spindle,1.745144985,Meroplankton
8,Inside,Eggs.spindle,2.784355938,Meroplankton
10,Inside,Eggs.spindle,0.046040516,Meroplankton
14,Inside,Eggs.spindle,1.910176236,Meroplankton
16,Inside,Eggs.spindle,0.907684373,Meroplankton
17,Inside,Eggs.spindle,3.47107438,Meroplankton
18,Inside,Eggs.spindle,5.342960289,Meroplankton
19,Inside,Eggs.spindle,0.051779935,Meroplankton
21,Inside,Eggs.spindle,1.015025042,Meroplankton
22,Inside,Eggs.spindle,0.094271211,Meroplankton
24,Inside,Eggs.spindle,1.598530087,Meroplankton
26,Inside,Eggs.spindle,3.195767196,Meroplankton
27,Inside,Eggs.spindle,0.052910053,Meroplankton
28,Inside,Eggs.spindle,0.787450015,Meroplankton
29,Inside,Eggs.spindle,0.022288262,Meroplankton
31,Inside,Eggs.spindle,0.215982721,Meroplankton
32,Inside,Eggs.spindle,0.091264668,Meroplankton
33,Inside,Eggs.spindle,0.008561644,Meroplankton
34,Inside,Eggs.spindle,1.896009674,Meroplankton
36,Inside,Eggs.spindle,0.906882591,Meroplankton
37,Inside,Eggs.spindle,2.189726284,Meroplankton
39,Inside,Eggs.spindle,0.646958012,Meroplankton
40,Inside,Eggs.spindle,11.12790372,Meroplankton
43,Inside,Eggs.spindle,1.246641591,Meroplankton
44,Inside,Eggs.spindle,7.531572905,Meroplankton
45,Inside,Eggs.spindle,0.043701799,Meroplankton
46,Inside,Eggs.spindle,1.099637176,Meroplankton
47,Inside,Eggs.spindle,0.008746356,Meroplankton
48,Inside,Eggs.spindle,0.083354382,Meroplankton
49,Inside,Eggs.spindle,0.135376756,Meroplankton
50,Inside,Eggs.spindle,0.040371417,Meroplankton
54,Inside,Eggs.spindle,0.128632682,Meroplankton
57,Inside,Eggs.spindle,0.02714625,Meroplankton
59,Inside,Eggs.spindle,0.019633508,Meroplankton
60,Inside,Eggs.spindle,0.032586558,Meroplankton
61,Inside,Eggs.spindle,0.046756283,Meroplankton
67,Inside,Eggs.spindle,0.664359862,Meroplankton
68,Inside,Eggs.spindle,0.029850746,Meroplankton
69,Inside,Eggs.spindle,0.222063037,Meroplankton
71,Inside,Eggs.spindle,2.406837607,Meroplankton
72,Inside,Eggs.spindle,0.201149425,Meroplankton
76,Inside,Eggs.spindle,0.579206487,Meroplankton
77,Inside,Eggs.spindle,0,Meroplankton
78,Inside,Eggs.spindle,0.132770066,Meroplankton
80,Inside,Eggs.spindle,0,Meroplankton
85,Inside,Eggs.spindle,0,Meroplankton
86,Inside,Eggs.spindle,0,Meroplankton
88,Inside,Eggs.spindle,0,Meroplankton
89,Inside,Eggs.spindle,0,Meroplankton
90,Inside,Eggs.spindle,0,Meroplankton
93,Inside,Eggs.spindle,0,Meroplankton
96,Inside,Eggs.spindle,0,Meroplankton
97,Inside,Eggs.spindle,0,Meroplankton
98,Inside,Eggs.spindle,0,Meroplankton
99,Inside,Eggs.spindle,0,Meroplankton
101,Inside,Eggs.spindle,0.334261838,Meroplankton
103,Inside,Eggs.spindle,0,Meroplankton
105,Inside,Eggs.spindle,0,Meroplankton
107,Inside,Eggs.spindle,0,Meroplankton
109,Inside,Eggs.spindle,0,Meroplankton
111,Inside,Eggs.spindle,0,Meroplankton
113,Inside,Eggs.spindle,0,Meroplankton
114,Inside,Eggs.spindle,0.008833922,Meroplankton
116,Inside,Eggs.spindle,0,Meroplankton
118,Inside,Eggs.spindle,0,Meroplankton
120,Inside,Eggs.spindle,0,Meroplankton
122,Inside,Eggs.spindle,13.08300395,Meroplankton
125,Inside,Eggs.spindle,0,Meroplankton
127,Inside,Eggs.spindle,0.047095761,Meroplankton
129,Inside,Eggs.spindle,0,Meroplankton
131,Inside,Eggs.spindle,0,Meroplankton
133,Inside,Eggs.spindle,0,Meroplankton
135,Inside,Eggs.spindle,0.039331367,Meroplankton
137,Inside,Eggs.spindle,0,Meroplankton
139,Inside,Eggs.spindle,0.110116999,Meroplankton
141,Inside,Eggs.spindle,0.002868617,Meroplankton
143,Inside,Eggs.spindle,0.003039514,Meroplankton
145,Inside,Eggs.spindle,0,Meroplankton
147,Inside,Eggs.spindle,0,Meroplankton
2,Outside,Eggs.spindle,0.947196516,Meroplankton
4,Outside,Eggs.spindle,0.301974448,Meroplankton
9,Outside,Eggs.spindle,0.559857058,Meroplankton
13,Outside,Eggs.spindle,0.067548551,Meroplankton
15,Outside,Eggs.spindle,3.535228677,Meroplankton
20,Outside,Eggs.spindle,1.816993464,Meroplankton
23,Outside,Eggs.spindle,0.009442871,Meroplankton
30,Outside,Eggs.spindle,0.004686036,Meroplankton
35,Outside,Eggs.spindle,0.167682927,Meroplankton
38,Outside,Eggs.spindle,0.174059517,Meroplankton
41,Outside,Eggs.spindle,0.603857982,Meroplankton
42,Outside,Eggs.spindle,0.304321363,Meroplankton
51,Outside,Eggs.spindle,0.014343087,Meroplankton
52,Outside,Eggs.spindle,0.040261701,Meroplankton
55,Outside,Eggs.spindle,0.129573171,Meroplankton
56,Outside,Eggs.spindle,0,Meroplankton
64,Outside,Eggs.spindle,0.054367524,Meroplankton
65,Outside,Eggs.spindle,0.141267123,Meroplankton
66,Outside,Eggs.spindle,0.007017544,Meroplankton
70,Outside,Eggs.spindle,0.015497869,Meroplankton
73,Outside,Eggs.spindle,0.012751036,Meroplankton
74,Outside,Eggs.spindle,0,Meroplankton
75,Outside,Eggs.spindle,0.054804531,Meroplankton
79,Outside,Eggs.spindle,0.005162623,Meroplankton
81,Outside,Eggs.spindle,0.041884817,Meroplankton
84,Outside,Eggs.spindle,0,Meroplankton
87,Outside,Eggs.spindle,0,Meroplankton
91,Outside,Eggs.spindle,0,Meroplankton
92,Outside,Eggs.spindle,0,Meroplankton
95,Outside,Eggs.spindle,0,Meroplankton
100,Outside,Eggs.spindle,0,Meroplankton
102,Outside,Eggs.spindle,0,Meroplankton
104,Outside,Eggs.spindle,0,Meroplankton
106,Outside,Eggs.spindle,0,Meroplankton
108,Outside,Eggs.spindle,0,Meroplankton
110,Outside,Eggs.spindle,0,Meroplankton
112,Outside,Eggs.spindle,0,Meroplankton
115,Outside,Eggs.spindle,0,Meroplankton
117,Outside,Eggs.spindle,0,Meroplankton
119,Outside,Eggs.spindle,0.01493652,Meroplankton
121,Outside,Eggs.spindle,0.037751678,Meroplankton
123,Outside,Eggs.spindle,14.14516129,Meroplankton
126,Outside,Eggs.spindle,0.01650165,Meroplankton
128,Outside,Eggs.spindle,0.034156595,Meroplankton
130,Outside,Eggs.spindle,0,Meroplankton
132,Outside,Eggs.spindle,0,Meroplankton
134,Outside,Eggs.spindle,0,Meroplankton
136,Outside,Eggs.spindle,0.024855012,Meroplankton
138,Outside,Eggs.spindle,0,Meroplankton
140,Outside,Eggs.spindle,0.008049909,Meroplankton
142,Outside,Eggs.spindle,0.051660517,Meroplankton
144,Outside,Eggs.spindle,0,Meroplankton
146,Outside,Eggs.spindle,0,Meroplankton
148,Outside,Eggs.spindle,0,Meroplankton
1,Inside,Eggs.total,4.02866242,Meroplankton
5,Inside,Eggs.total,6.161213089,Meroplankton
8,Inside,Eggs.total,7.617509867,Meroplankton
10,Inside,Eggs.total,2.928176796,Meroplankton
14,Inside,Eggs.total,5.505969301,Meroplankton
16,Inside,Eggs.total,10.59824652,Meroplankton
17,Inside,Eggs.total,12.48966942,Meroplankton
18,Inside,Eggs.total,12.85800241,Meroplankton
19,Inside,Eggs.total,2.443365696,Meroplankton
21,Inside,Eggs.total,5.843071786,Meroplankton
22,Inside,Eggs.total,0.855692531,Meroplankton
24,Inside,Eggs.total,4.892053284,Meroplankton
26,Inside,Eggs.total,5.121693122,Meroplankton
27,Inside,Eggs.total,2.5,Meroplankton
28,Inside,Eggs.total,40.95662873,Meroplankton
29,Inside,Eggs.total,0.183259039,Meroplankton
31,Inside,Eggs.total,0.512958963,Meroplankton
32,Inside,Eggs.total,1.212516297,Meroplankton
33,Inside,Eggs.total,0.488013699,Meroplankton
34,Inside,Eggs.total,5.400241838,Meroplankton
36,Inside,Eggs.total,8.931174089,Meroplankton
37,Inside,Eggs.total,9.28383952,Meroplankton
39,Inside,Eggs.total,1.563838903,Meroplankton
40,Inside,Eggs.total,22.21382592,Meroplankton
43,Inside,Eggs.total,3.817839871,Meroplankton
44,Inside,Eggs.total,25.53386912,Meroplankton
45,Inside,Eggs.total,2.583547558,Meroplankton
46,Inside,Eggs.total,1.158247279,Meroplankton
47,Inside,Eggs.total,0.201166181,Meroplankton
48,Inside,Eggs.total,0.363728214,Meroplankton
49,Inside,Eggs.total,1.302681992,Meroplankton
50,Inside,Eggs.total,2.349616472,Meroplankton
54,Inside,Eggs.total,4.292520248,Meroplankton
57,Inside,Eggs.total,13.92941975,Meroplankton
59,Inside,Eggs.total,9.92473822,Meroplankton
60,Inside,Eggs.total,15.17718941,Meroplankton
61,Inside,Eggs.total,8.606078317,Meroplankton
67,Inside,Eggs.total,7.598615917,Meroplankton
68,Inside,Eggs.total,10.38208955,Meroplankton
69,Inside,Eggs.total,2.904727794,Meroplankton
71,Inside,Eggs.total,5.176068376,Meroplankton
72,Inside,Eggs.total,1.997126437,Meroplankton
76,Inside,Eggs.total,86.38285549,Meroplankton
77,Inside,Eggs.total,80.85447263,Meroplankton
78,Inside,Eggs.total,6.647555824,Meroplankton
80,Inside,Eggs.total,0.297061673,Meroplankton
85,Inside,Eggs.total,6.325320295,Meroplankton
86,Inside,Eggs.total,2.641799299,Meroplankton
88,Inside,Eggs.total,3.757280838,Meroplankton
89,Inside,Eggs.total,5.945742276,Meroplankton
90,Inside,Eggs.total,0.307005936,Meroplankton
93,Inside,Eggs.total,2.210829493,Meroplankton
96,Inside,Eggs.total,0.233388678,Meroplankton
97,Inside,Eggs.total,0.437924604,Meroplankton
98,Inside,Eggs.total,0.025244088,Meroplankton
99,Inside,Eggs.total,0.028172231,Meroplankton
101,Inside,Eggs.total,1.945218199,Meroplankton
103,Inside,Eggs.total,5.53563075,Meroplankton
105,Inside,Eggs.total,0.03354579,Meroplankton
107,Inside,Eggs.total,5.333218529,Meroplankton
109,Inside,Eggs.total,1.077632045,Meroplankton
111,Inside,Eggs.total,0.481927711,Meroplankton
113,Inside,Eggs.total,0.658557047,Meroplankton
114,Inside,Eggs.total,6.473056537,Meroplankton
116,Inside,Eggs.total,0.093574548,Meroplankton
118,Inside,Eggs.total,5.938511327,Meroplankton
120,Inside,Eggs.total,2.348520432,Meroplankton
122,Inside,Eggs.total,23.05665349,Meroplankton
125,Inside,Eggs.total,7.913407821,Meroplankton
127,Inside,Eggs.total,11.93316887,Meroplankton
129,Inside,Eggs.total,0,Meroplankton
131,Inside,Eggs.total,6.494632535,Meroplankton
133,Inside,Eggs.total,4.063704605,Meroplankton
135,Inside,Eggs.total,27.42379548,Meroplankton
137,Inside,Eggs.total,23.37560386,Meroplankton
139,Inside,Eggs.total,80.53223216,Meroplankton
141,Inside,Eggs.total,8.066551922,Meroplankton
143,Inside,Eggs.total,4.258358663,Meroplankton
145,Inside,Eggs.total,0.00577034,Meroplankton
147,Inside,Eggs.total,1.463281463,Meroplankton
2,Outside,Eggs.total,2.28089276,Meroplankton
4,Outside,Eggs.total,1.18466899,Meroplankton
9,Outside,Eggs.total,4.934484812,Meroplankton
13,Outside,Eggs.total,0.123839009,Meroplankton
15,Outside,Eggs.total,5.936341162,Meroplankton
20,Outside,Eggs.total,6.284313725,Meroplankton
23,Outside,Eggs.total,0.0535096,Meroplankton
30,Outside,Eggs.total,0.224929709,Meroplankton
35,Outside,Eggs.total,0.665650407,Meroplankton
38,Outside,Eggs.total,0.620437956,Meroplankton
41,Outside,Eggs.total,1.990494828,Meroplankton
42,Outside,Eggs.total,0.709068777,Meroplankton
51,Outside,Eggs.total,0.352839931,Meroplankton
52,Outside,Eggs.total,2.118772018,Meroplankton
55,Outside,Eggs.total,0.56402439,Meroplankton
56,Outside,Eggs.total,0.867320599,Meroplankton
64,Outside,Eggs.total,0.619789779,Meroplankton
65,Outside,Eggs.total,0.723458904,Meroplankton
66,Outside,Eggs.total,6.189473684,Meroplankton
70,Outside,Eggs.total,8.148004649,Meroplankton
73,Outside,Eggs.total,8.893847625,Meroplankton
74,Outside,Eggs.total,3.219605959,Meroplankton
75,Outside,Eggs.total,4.32955791,Meroplankton
79,Outside,Eggs.total,4.868353123,Meroplankton
81,Outside,Eggs.total,2.79930192,Meroplankton
84,Outside,Eggs.total,0.1623255,Meroplankton
87,Outside,Eggs.total,1.201559382,Meroplankton
91,Outside,Eggs.total,0.050828098,Meroplankton
92,Outside,Eggs.total,0.244495592,Meroplankton
95,Outside,Eggs.total,0.007249879,Meroplankton
100,Outside,Eggs.total,0.116031257,Meroplankton
102,Outside,Eggs.total,0.12905076,Meroplankton
104,Outside,Eggs.total,0.943544582,Meroplankton
106,Outside,Eggs.total,0.608329434,Meroplankton
108,Outside,Eggs.total,0,Meroplankton
110,Outside,Eggs.total,0.105777055,Meroplankton
112,Outside,Eggs.total,0.463859911,Meroplankton
115,Outside,Eggs.total,5.907631514,Meroplankton
117,Outside,Eggs.total,0.603035974,Meroplankton
119,Outside,Eggs.total,0.616131441,Meroplankton
121,Outside,Eggs.total,14.80285235,Meroplankton
123,Outside,Eggs.total,21.26451613,Meroplankton
126,Outside,Eggs.total,3.787128713,Meroplankton
128,Outside,Eggs.total,4.316868103,Meroplankton
130,Outside,Eggs.total,0.190048376,Meroplankton
132,Outside,Eggs.total,1.285495012,Meroplankton
134,Outside,Eggs.total,0.321899736,Meroplankton
136,Outside,Eggs.total,1.554819111,Meroplankton
138,Outside,Eggs.total,3.092529972,Meroplankton
140,Outside,Eggs.total,4.582410948,Meroplankton
142,Outside,Eggs.total,5.239852399,Meroplankton
144,Outside,Eggs.total,13.61570248,Meroplankton
146,Outside,Eggs.total,1.47275405,Meroplankton
148,Outside,Eggs.total,0.068674062,Meroplankton
1,Inside,Fish.larvae,0.429936306,Meroplankton
5,Inside,Fish.larvae,1.101356744,Meroplankton
8,Inside,Fish.larvae,0.100466451,Meroplankton
10,Inside,Fish.larvae,0.313075506,Meroplankton
14,Inside,Fish.larvae,0.173393974,Meroplankton
16,Inside,Fish.larvae,0.804538422,Meroplankton
17,Inside,Fish.larvae,0.216942149,Meroplankton
18,Inside,Fish.larvae,2.024669073,Meroplankton
19,Inside,Fish.larvae,1.087378641,Meroplankton
21,Inside,Fish.larvae,0.196994992,Meroplankton
22,Inside,Fish.larvae,0.137781001,Meroplankton
24,Inside,Fish.larvae,0.220486909,Meroplankton
26,Inside,Fish.larvae,0.068783069,Meroplankton
27,Inside,Fish.larvae,0.304232804,Meroplankton
28,Inside,Fish.larvae,0.079975392,Meroplankton
29,Inside,Fish.larvae,0.542347697,Meroplankton
31,Inside,Fish.larvae,0.782937365,Meroplankton
32,Inside,Fish.larvae,0.221642764,Meroplankton
33,Inside,Fish.larvae,0.433789954,Meroplankton
34,Inside,Fish.larvae,0.280532044,Meroplankton
36,Inside,Fish.larvae,9.295546559,Meroplankton
37,Inside,Fish.larvae,3.550806149,Meroplankton
39,Inside,Fish.larvae,0.604113111,Meroplankton
40,Inside,Fish.larvae,0.321858382,Meroplankton
43,Inside,Fish.larvae,0.478237507,Meroplankton
44,Inside,Fish.larvae,1.659012629,Meroplankton
45,Inside,Fish.larvae,0.01285347,Meroplankton
46,Inside,Fish.larvae,0.027909573,Meroplankton
47,Inside,Fish.larvae,0.005830904,Meroplankton
48,Inside,Fish.larvae,0.171760546,Meroplankton
49,Inside,Fish.larvae,0.352490421,Meroplankton
50,Inside,Fish.larvae,0.028259992,Meroplankton
54,Inside,Fish.larvae,0.095283468,Meroplankton
57,Inside,Fish.larvae,0.682049542,Meroplankton
59,Inside,Fish.larvae,0.094895288,Meroplankton
60,Inside,Fish.larvae,1.107942974,Meroplankton
61,Inside,Fish.larvae,0.724722385,Meroplankton
67,Inside,Fish.larvae,0.117647059,Meroplankton
68,Inside,Fish.larvae,0.011940299,Meroplankton
69,Inside,Fish.larvae,0.039398281,Meroplankton
71,Inside,Fish.larvae,0.205128205,Meroplankton
72,Inside,Fish.larvae,0,Meroplankton
76,Inside,Fish.larvae,0.014480162,Meroplankton
77,Inside,Fish.larvae,0.020026702,Meroplankton
78,Inside,Fish.larvae,0.024140012,Meroplankton
80,Inside,Fish.larvae,0.029060381,Meroplankton
85,Inside,Fish.larvae,0.055231111,Meroplankton
86,Inside,Fish.larvae,0.014748356,Meroplankton
88,Inside,Fish.larvae,0.0095849,Meroplankton
89,Inside,Fish.larvae,0.006698484,Meroplankton
90,Inside,Fish.larvae,0.022685168,Meroplankton
93,Inside,Fish.larvae,0.05875576,Meroplankton
96,Inside,Fish.larvae,0.01848313,Meroplankton
97,Inside,Fish.larvae,0.249100839,Meroplankton
98,Inside,Fish.larvae,0.14144114,Meroplankton
99,Inside,Fish.larvae,0.054821639,Meroplankton
101,Inside,Fish.larvae,0.257660167,Meroplankton
103,Inside,Fish.larvae,0.031186652,Meroplankton
105,Inside,Fish.larvae,0.062059712,Meroplankton
107,Inside,Fish.larvae,0.311692785,Meroplankton
109,Inside,Fish.larvae,0.148883375,Meroplankton
111,Inside,Fish.larvae,0.064257028,Meroplankton
113,Inside,Fish.larvae,0.031459732,Meroplankton
114,Inside,Fish.larvae,0.187720848,Meroplankton
116,Inside,Fish.larvae,0.056144729,Meroplankton
118,Inside,Fish.larvae,2.53236246,Meroplankton
120,Inside,Fish.larvae,0.43212776,Meroplankton
122,Inside,Fish.larvae,0.727931489,Meroplankton
125,Inside,Fish.larvae,0.393854749,Meroplankton
127,Inside,Fish.larvae,0.192868356,Meroplankton
129,Inside,Fish.larvae,0.084346803,Meroplankton
131,Inside,Fish.larvae,0.028901734,Meroplankton
133,Inside,Fish.larvae,0.032460945,Meroplankton
135,Inside,Fish.larvae,3.992133727,Meroplankton
137,Inside,Fish.larvae,0.099637681,Meroplankton
139,Inside,Fish.larvae,0.800642349,Meroplankton
141,Inside,Fish.larvae,0.255306942,Meroplankton
143,Inside,Fish.larvae,0.051671733,Meroplankton
145,Inside,Fish.larvae,0.121177149,Meroplankton
147,Inside,Fish.larvae,0.024570025,Meroplankton
2,Outside,Fish.larvae,0.016330974,Meroplankton
4,Outside,Fish.larvae,0.209059233,Meroplankton
9,Outside,Fish.larvae,0.095294818,Meroplankton
13,Outside,Fish.larvae,0.028145229,Meroplankton
15,Outside,Fish.larvae,0.142150803,Meroplankton
20,Outside,Fish.larvae,0.294117647,Meroplankton
23,Outside,Fish.larvae,0.028328612,Meroplankton
30,Outside,Fish.larvae,0.604498594,Meroplankton
35,Outside,Fish.larvae,0.49796748,Meroplankton
38,Outside,Fish.larvae,0.061763054,Meroplankton
41,Outside,Fish.larvae,0.190103439,Meroplankton
42,Outside,Fish.larvae,0.094339623,Meroplankton
51,Outside,Fish.larvae,0.005737235,Meroplankton
52,Outside,Fish.larvae,0.075490689,Meroplankton
55,Outside,Fish.larvae,0.003810976,Meroplankton
56,Outside,Fish.larvae,0.010325245,Meroplankton
64,Outside,Fish.larvae,0.025371511,Meroplankton
65,Outside,Fish.larvae,0.025684932,Meroplankton
66,Outside,Fish.larvae,0.010526316,Meroplankton
70,Outside,Fish.larvae,0.007748935,Meroplankton
73,Outside,Fish.larvae,0,Meroplankton
74,Outside,Fish.larvae,0.009610764,Meroplankton
75,Outside,Fish.larvae,0.014614541,Meroplankton
79,Outside,Fish.larvae,0.010325245,Meroplankton
81,Outside,Fish.larvae,0.003490401,Meroplankton
84,Outside,Fish.larvae,0.025722348,Meroplankton
87,Outside,Fish.larvae,0.002320509,Meroplankton
91,Outside,Fish.larvae,0.005711022,Meroplankton
92,Outside,Fish.larvae,0.002171364,Meroplankton
95,Outside,Fish.larvae,0.008156114,Meroplankton
100,Outside,Fish.larvae,0.002959981,Meroplankton
102,Outside,Fish.larvae,0.048752509,Meroplankton
104,Outside,Fish.larvae,0.018870892,Meroplankton
106,Outside,Fish.larvae,0.030416472,Meroplankton
108,Outside,Fish.larvae,0.006844627,Meroplankton
110,Outside,Fish.larvae,0.026444264,Meroplankton
112,Outside,Fish.larvae,0.042846498,Meroplankton
115,Outside,Fish.larvae,0.093850333,Meroplankton
117,Outside,Fish.larvae,0.03327095,Meroplankton
119,Outside,Fish.larvae,0.100821509,Meroplankton
121,Outside,Fish.larvae,0.016778523,Meroplankton
123,Outside,Fish.larvae,0.074193548,Meroplankton
126,Outside,Fish.larvae,0.01650165,Meroplankton
128,Outside,Fish.larvae,0.086705202,Meroplankton
130,Outside,Fish.larvae,0.031098825,Meroplankton
132,Outside,Fish.larvae,0.021105142,Meroplankton
134,Outside,Fish.larvae,0.007915567,Meroplankton
136,Outside,Fish.larvae,0.01380834,Meroplankton
138,Outside,Fish.larvae,0.107592991,Meroplankton
140,Outside,Fish.larvae,0.116723687,Meroplankton
142,Outside,Fish.larvae,0.329643296,Meroplankton
144,Outside,Fish.larvae,0.041322314,Meroplankton
146,Outside,Fish.larvae,0.020618557,Meroplankton
148,Outside,Fish.larvae,0.01320655,Meroplankton
1,Inside,Gastropod.larvae,27.05414013,Meroplankton
5,Inside,Gastropod.larvae,32.48736366,Meroplankton
8,Inside,Gastropod.larvae,37.83279512,Meroplankton
10,Inside,Gastropod.larvae,31.91528545,Meroplankton
14,Inside,Gastropod.larvae,10.8470722,Meroplankton
16,Inside,Gastropod.larvae,68.44765343,Meroplankton
17,Inside,Gastropod.larvae,17.19008264,Meroplankton
18,Inside,Gastropod.larvae,179.3501805,Meroplankton
19,Inside,Gastropod.larvae,32.93203883,Meroplankton
21,Inside,Gastropod.larvae,9.402337229,Meroplankton
22,Inside,Gastropod.larvae,0.047135606,Meroplankton
24,Inside,Gastropod.larvae,26.42168121,Meroplankton
26,Inside,Gastropod.larvae,14.51851852,Meroplankton
27,Inside,Gastropod.larvae,0.079365079,Meroplankton
28,Inside,Gastropod.larvae,55.51522608,Meroplankton
29,Inside,Gastropod.larvae,0.38880634,Meroplankton
31,Inside,Gastropod.larvae,6.471382289,Meroplankton
32,Inside,Gastropod.larvae,0,Meroplankton
33,Inside,Gastropod.larvae,0.031392694,Meroplankton
34,Inside,Gastropod.larvae,41.20918984,Meroplankton
36,Inside,Gastropod.larvae,290.2024291,Meroplankton
37,Inside,Gastropod.larvae,90.88863892,Meroplankton
39,Inside,Gastropod.larvae,0.077120823,Meroplankton
40,Inside,Gastropod.larvae,39.56339211,Meroplankton
43,Inside,Gastropod.larvae,193.4981193,Meroplankton
44,Inside,Gastropod.larvae,75.68312285,Meroplankton
45,Inside,Gastropod.larvae,13.70179949,Meroplankton
46,Inside,Gastropod.larvae,5.59866034,Meroplankton
47,Inside,Gastropod.larvae,0,Meroplankton
48,Inside,Gastropod.larvae,15.34225815,Meroplankton
49,Inside,Gastropod.larvae,52,Meroplankton
50,Inside,Gastropod.larvae,21.82478805,Meroplankton
54,Inside,Gastropod.larvae,30.4835636,Meroplankton
57,Inside,Gastropod.larvae,17.49236512,Meroplankton
59,Inside,Gastropod.larvae,11.56086387,Meroplankton
60,Inside,Gastropod.larvae,304.4236253,Meroplankton
61,Inside,Gastropod.larvae,94.3308007,Meroplankton
67,Inside,Gastropod.larvae,45.23183391,Meroplankton
68,Inside,Gastropod.larvae,0.134328358,Meroplankton
69,Inside,Gastropod.larvae,4.054441261,Meroplankton
71,Inside,Gastropod.larvae,176.834188,Meroplankton
